Frame_Number,Inference_Time_sec,FPS,Total_Birds,Max_Confidence,Avg_Confidence
527,0.13955,7.17,0,0.0,0.0
528,0.13912,7.19,0,0.0,0.0
529,0.1387,7.21,0,0.0,0.0
530,0.1427,7.01,0,0.0,0.0
531,0.13902,7.19,0,0.0,0.0
532,0.1398,7.15,0,0.0,0.0
533,0.13914,7.19,0,0.0,0.0
534,0.13954,7.17,0,0.0,0.0
535,0.13922,7.18,0,0.0,0.0
536,0.13853,7.22,0,0.0,0.0
537,0.13893,7.2,0,0.0,0.0
538,0.13891,7.2,0,0.0,0.0
539,0.13912,7.19,0,0.0,0.0
